run,bioProject,bioSample,tissue,additional_info,condition_treatment,source,species,breed,gender,development_stage
ERR2352854,PRJEB25226,SAMEA103887217,renal medulla,normal,River buffalo, Mediterranean,FEMALE,ADULT,Kidney,
ERR2352855,PRJEB25226,SAMEA103887217,renal medulla,normal,River buffalo, Mediterranean,FEMALE,ADULT,Kidney,
ERR2352857,PRJEB25226,SAMEA103887217,renal medulla,normal,River buffalo, Mediterranean,FEMALE,ADULT,Kidney,
ERR2352858,PRJEB25226,SAMEA103886440,liver,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352859,PRJEB25226,SAMEA103886440,liver,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352860,PRJEB25226,SAMEA103886440,liver,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352861,PRJEB25226,SAMEA103886440,liver,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352862,PRJEB25226,SAMEA103886440,liver,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352863,PRJEB25226,SAMEA103886440,liver,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352864,PRJEB25226,SAMEA103886440,liver,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352865,PRJEB25226,SAMEA103886440,liver,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352866,PRJEB25226,SAMEA103886440,liver,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352867,PRJEB25226,SAMEA104381193,longissimus thoracis muscle,normal,River buffalo, Mediterranean,FEMALE,ADULT,Muscle,
ERR2352868,PRJEB25226,SAMEA104381193,longissimus thoracis muscle,normal,River buffalo, Mediterranean,FEMALE,ADULT,Muscle,
ERR2352869,PRJEB25226,SAMEA104381193,longissimus thoracis muscle,normal,River buffalo, Mediterranean,FEMALE,ADULT,Muscle,
ERR2352870,PRJEB25226,SAMEA104381193,longissimus thoracis muscle,normal,River buffalo, Mediterranean,FEMALE,ADULT,Muscle,
ERR2352871,PRJEB25226,SAMEA104381193,longissimus thoracis muscle,normal,River buffalo, Mediterranean,FEMALE,ADULT,Muscle,
ERR2352872,PRJEB25226,SAMEA104381193,longissimus thoracis muscle,normal,River buffalo, Mediterranean,FEMALE,ADULT,Muscle,
ERR2352873,PRJEB25226,SAMEA104381193,longissimus thoracis muscle,normal,River buffalo, Mediterranean,FEMALE,ADULT,Muscle,
ERR2352874,PRJEB25226,SAMEA104381193,longissimus thoracis muscle,normal,River buffalo, Mediterranean,FEMALE,ADULT,Muscle,
ERR2352875,PRJEB25226,SAMEA104381193,longissimus thoracis muscle,normal,River buffalo, Mediterranean,FEMALE,ADULT,Muscle,
ERR2352876,PRJEB25226,SAMEA103886389,lung parenchyma,normal,River buffalo, Mediterranean,FEMALE,ADULT,Respiratory,
ERR2352877,PRJEB25226,SAMEA103886389,lung parenchyma,normal,River buffalo, Mediterranean,FEMALE,ADULT,Respiratory,
ERR2352878,PRJEB25226,SAMEA103886389,lung parenchyma,normal,River buffalo, Mediterranean,FEMALE,ADULT,Respiratory,
ERR2352879,PRJEB25226,SAMEA103886389,lung parenchyma,normal,River buffalo, Mediterranean,FEMALE,ADULT,Respiratory,
ERR2352880,PRJEB25226,SAMEA103886389,lung parenchyma,normal,River buffalo, Mediterranean,FEMALE,ADULT,Respiratory,
ERR2352881,PRJEB25226,SAMEA103886389,lung parenchyma,normal,River buffalo, Mediterranean,FEMALE,ADULT,Respiratory,
ERR2352882,PRJEB25226,SAMEA103886389,lung parenchyma,normal,River buffalo, Mediterranean,FEMALE,ADULT,Respiratory,
ERR2352883,PRJEB25226,SAMEA103886389,lung parenchyma,normal,River buffalo, Mediterranean,FEMALE,ADULT,Respiratory,
ERR2352884,PRJEB25226,SAMEA103886389,lung parenchyma,normal,River buffalo, Mediterranean,FEMALE,ADULT,Respiratory,
ERR2352885,PRJEB25226,SAMEA103886446,mesenteric lymph node,normal,River buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2352886,PRJEB25226,SAMEA103886446,mesenteric lymph node,normal,River buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2352887,PRJEB25226,SAMEA103886446,mesenteric lymph node,normal,River buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2352888,PRJEB25226,SAMEA103886446,mesenteric lymph node,normal,River buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2352889,PRJEB25226,SAMEA103886446,mesenteric lymph node,normal,River buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2352890,PRJEB25226,SAMEA103886446,mesenteric lymph node,normal,River buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2352891,PRJEB25226,SAMEA103886446,mesenteric lymph node,normal,River buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2352892,PRJEB25226,SAMEA103886796,omasum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352893,PRJEB25226,SAMEA103886796,omasum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352894,PRJEB25226,SAMEA103886796,omasum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352895,PRJEB25226,SAMEA103886796,omasum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352896,PRJEB25226,SAMEA103886796,omasum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352897,PRJEB25226,SAMEA103886796,omasum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352898,PRJEB25226,SAMEA103886796,omasum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352899,PRJEB25226,SAMEA103886931,female gonad,normal,River buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2352900,PRJEB25226,SAMEA103886931,female gonad,normal,River buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2352901,PRJEB25226,SAMEA103886931,female gonad,normal,River buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2352902,PRJEB25226,SAMEA103886931,female gonad,normal,River buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2352903,PRJEB25226,SAMEA103886931,female gonad,normal,River buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2352904,PRJEB25226,SAMEA103886931,female gonad,normal,River buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2352905,PRJEB25226,SAMEA103886931,female gonad,normal,River buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2352906,PRJEB25226,SAMEA103886931,female gonad,normal,River buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2352907,PRJEB25226,SAMEA103886931,female gonad,normal,River buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2352908,PRJEB25226,SAMEA103886849,pancreas,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352909,PRJEB25226,SAMEA103886849,pancreas,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352910,PRJEB25226,SAMEA103886849,pancreas,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352911,PRJEB25226,SAMEA103886849,pancreas,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352912,PRJEB25226,SAMEA103886849,pancreas,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352913,PRJEB25226,SAMEA103886849,pancreas,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352914,PRJEB25226,SAMEA103886849,pancreas,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352915,PRJEB25226,SAMEA103886828,Peyer's patch,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352916,PRJEB25226,SAMEA103886828,Peyer's patch,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352917,PRJEB25226,SAMEA103886828,Peyer's patch,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352918,PRJEB25226,SAMEA103886828,Peyer's patch,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352919,PRJEB25226,SAMEA103886828,Peyer's patch,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352920,PRJEB25226,SAMEA103886828,Peyer's patch,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352921,PRJEB25226,SAMEA103886828,Peyer's patch,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352922,PRJEB25226,SAMEA103886637,pituitary gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352923,PRJEB25226,SAMEA103886637,pituitary gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352924,PRJEB25226,SAMEA103886637,pituitary gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352925,PRJEB25226,SAMEA103886637,pituitary gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352926,PRJEB25226,SAMEA103886637,pituitary gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352927,PRJEB25226,SAMEA103886637,pituitary gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352928,PRJEB25226,SAMEA103886637,pituitary gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352929,PRJEB25226,SAMEA103886622,prescapular lymph node,normal,River buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2352930,PRJEB25226,SAMEA103886622,prescapular lymph node,normal,River buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2352931,PRJEB25226,SAMEA103886622,prescapular lymph node,normal,River buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2352932,PRJEB25226,SAMEA103886622,prescapular lymph node,normal,River buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2352933,PRJEB25226,SAMEA103886622,prescapular lymph node,normal,River buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2352934,PRJEB25226,SAMEA103886622,prescapular lymph node,normal,River buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2352935,PRJEB25226,SAMEA103886622,prescapular lymph node,normal,River buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2352936,PRJEB25226,SAMEA103886665,pylorus,normal,River buffalo, Mediterranean,FEMALE,ADULT,other,
ERR2352937,PRJEB25226,SAMEA103886665,pylorus,normal,River buffalo, Mediterranean,FEMALE,ADULT,other,
ERR2352938,PRJEB25226,SAMEA103886665,pylorus,normal,River buffalo, Mediterranean,FEMALE,ADULT,other,
ERR2352939,PRJEB25226,SAMEA103886665,pylorus,normal,River buffalo, Mediterranean,FEMALE,ADULT,other,
ERR2352940,PRJEB25226,SAMEA103886665,pylorus,normal,River buffalo, Mediterranean,FEMALE,ADULT,other,
ERR2352941,PRJEB25226,SAMEA103886665,pylorus,normal,River buffalo, Mediterranean,FEMALE,ADULT,other,
ERR2352942,PRJEB25226,SAMEA103886665,pylorus,normal,River buffalo, Mediterranean,FEMALE,ADULT,other,
ERR2352943,PRJEB25226,SAMEA103887047,right cardiac atrium,normal,River buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2352944,PRJEB25226,SAMEA103887047,right cardiac atrium,normal,River buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2352945,PRJEB25226,SAMEA103887047,right cardiac atrium,normal,River buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2352946,PRJEB25226,SAMEA103887047,right cardiac atrium,normal,River buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2352947,PRJEB25226,SAMEA103887047,right cardiac atrium,normal,River buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2352948,PRJEB25226,SAMEA103887047,right cardiac atrium,normal,River buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2352949,PRJEB25226,SAMEA103887047,right cardiac atrium,normal,River buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2352950,PRJEB25226,SAMEA103886621,rectum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352951,PRJEB25226,SAMEA103886621,rectum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352952,PRJEB25226,SAMEA103886621,rectum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352953,PRJEB25226,SAMEA103886621,rectum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352954,PRJEB25226,SAMEA103886621,rectum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352955,PRJEB25226,SAMEA103886621,rectum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352956,PRJEB25226,SAMEA103886621,rectum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352957,PRJEB25226,SAMEA103886802,reticulum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352958,PRJEB25226,SAMEA103886802,reticulum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352959,PRJEB25226,SAMEA103886802,reticulum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352960,PRJEB25226,SAMEA103886802,reticulum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352961,PRJEB25226,SAMEA103886802,reticulum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352962,PRJEB25226,SAMEA103886802,reticulum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352963,PRJEB25226,SAMEA103886802,reticulum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352964,PRJEB25226,SAMEA103886802,reticulum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352965,PRJEB25226,SAMEA103886802,reticulum,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352966,PRJEB25226,SAMEA103886381,rumen,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352967,PRJEB25226,SAMEA103886381,rumen,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352968,PRJEB25226,SAMEA103886381,rumen,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352969,PRJEB25226,SAMEA103886381,rumen,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352970,PRJEB25226,SAMEA103886381,rumen,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352971,PRJEB25226,SAMEA103886381,rumen,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352972,PRJEB25226,SAMEA103886381,rumen,normal,River buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2352973,PRJEB25226,SAMEA103886756,heart,normal,River buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2352974,PRJEB25226,SAMEA103886756,heart,normal,River buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2352975,PRJEB25226,SAMEA103886756,heart,normal,River buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2352976,PRJEB25226,SAMEA103886756,heart,normal,River buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2352977,PRJEB25226,SAMEA103886756,heart,normal,River buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2352978,PRJEB25226,SAMEA103886756,heart,normal,River buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2352979,PRJEB25226,SAMEA103886756,heart,normal,River buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2352980,PRJEB25226,SAMEA103886711,saliva-secreting gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352981,PRJEB25226,SAMEA103886711,saliva-secreting gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352982,PRJEB25226,SAMEA103886711,saliva-secreting gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352983,PRJEB25226,SAMEA103886711,saliva-secreting gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352984,PRJEB25226,SAMEA103886711,saliva-secreting gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352985,PRJEB25226,SAMEA103886711,saliva-secreting gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352986,PRJEB25226,SAMEA103886711,saliva-secreting gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352987,PRJEB25226,SAMEA103886983,spleen,normal,River buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2352988,PRJEB25226,SAMEA103886983,spleen,normal,River buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2352989,PRJEB25226,SAMEA103886983,spleen,normal,River buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2352990,PRJEB25226,SAMEA103886983,spleen,normal,River buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2352991,PRJEB25226,SAMEA103886983,spleen,normal,River buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2352992,PRJEB25226,SAMEA103886983,spleen,normal,River buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2352993,PRJEB25226,SAMEA103886983,spleen,normal,River buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2352994,PRJEB25226,SAMEA103886358,thyroid gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352995,PRJEB25226,SAMEA103886358,thyroid gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352996,PRJEB25226,SAMEA103886358,thyroid gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352997,PRJEB25226,SAMEA103886358,thyroid gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352998,PRJEB25226,SAMEA103886358,thyroid gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2352999,PRJEB25226,SAMEA103886358,thyroid gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353000,PRJEB25226,SAMEA103886358,thyroid gland,normal,River buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353001,PRJEB25226,SAMEA103886454,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353002,PRJEB25226,SAMEA103886454,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353003,PRJEB25226,SAMEA103886454,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353004,PRJEB25226,SAMEA103886454,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353005,PRJEB25226,SAMEA103886454,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353006,PRJEB25226,SAMEA103886454,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353007,PRJEB25226,SAMEA103886454,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353008,PRJEB25226,SAMEA103886454,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353009,PRJEB25226,SAMEA103886454,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353010,PRJEB25226,SAMEA103886783,palatine tonsil,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353011,PRJEB25226,SAMEA103886783,palatine tonsil,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353012,PRJEB25226,SAMEA103886783,palatine tonsil,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353013,PRJEB25226,SAMEA103886783,palatine tonsil,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353014,PRJEB25226,SAMEA103886783,palatine tonsil,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353015,PRJEB25226,SAMEA103886783,palatine tonsil,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353016,PRJEB25226,SAMEA103886783,palatine tonsil,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353041,PRJEB25226,SAMEA103887235,abomasum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353042,PRJEB25226,SAMEA103887235,abomasum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353043,PRJEB25226,SAMEA103887235,abomasum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353044,PRJEB25226,SAMEA103887235,abomasum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353045,PRJEB25226,SAMEA103887235,abomasum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353046,PRJEB25226,SAMEA103887235,abomasum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353047,PRJEB25226,SAMEA103887235,abomasum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353048,PRJEB25226,SAMEA103887235,abomasum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353049,PRJEB25226,SAMEA103887235,abomasum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353050,PRJEB25226,SAMEA103886909,adrenal gland,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353051,PRJEB25226,SAMEA103886909,adrenal gland,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353052,PRJEB25226,SAMEA103886909,adrenal gland,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353053,PRJEB25226,SAMEA103886909,adrenal gland,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353054,PRJEB25226,SAMEA103886909,adrenal gland,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353055,PRJEB25226,SAMEA103886909,adrenal gland,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353056,PRJEB25226,SAMEA103886909,adrenal gland,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353058,PRJEB25226,SAMEA103886909,adrenal gland,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353123,PRJEB25226,SAMEA103886483,caecum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353124,PRJEB25226,SAMEA103886483,caecum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353125,PRJEB25226,SAMEA103886483,caecum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353126,PRJEB25226,SAMEA103886483,caecum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353127,PRJEB25226,SAMEA103886483,caecum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353128,PRJEB25226,SAMEA103886483,caecum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353129,PRJEB25226,SAMEA103886483,caecum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353130,PRJEB25226,SAMEA103886483,caecum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353131,PRJEB25226,SAMEA103886483,caecum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353132,PRJEB25226,SAMEA103886638,cerebellum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353133,PRJEB25226,SAMEA103886638,cerebellum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353134,PRJEB25226,SAMEA103886638,cerebellum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353135,PRJEB25226,SAMEA103886638,cerebellum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353136,PRJEB25226,SAMEA103886638,cerebellum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353137,PRJEB25226,SAMEA103886638,cerebellum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353138,PRJEB25226,SAMEA103886638,cerebellum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353139,PRJEB25226,SAMEA103886638,cerebellum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353140,PRJEB25226,SAMEA103886638,cerebellum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353141,PRJEB25226,SAMEA103887230,descending colon,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353142,PRJEB25226,SAMEA103887230,descending colon,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353143,PRJEB25226,SAMEA103887230,descending colon,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353144,PRJEB25226,SAMEA103887230,descending colon,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353145,PRJEB25226,SAMEA103887230,descending colon,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353146,PRJEB25226,SAMEA103887230,descending colon,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353147,PRJEB25226,SAMEA103887230,descending colon,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353148,PRJEB25226,SAMEA103887230,descending colon,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353149,PRJEB25226,SAMEA103887230,descending colon,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353150,PRJEB25226,SAMEA103887157,ascending colon,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353151,PRJEB25226,SAMEA103887157,ascending colon,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353152,PRJEB25226,SAMEA103887157,ascending colon,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353153,PRJEB25226,SAMEA103887157,ascending colon,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353154,PRJEB25226,SAMEA103887157,ascending colon,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353155,PRJEB25226,SAMEA103887157,ascending colon,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353156,PRJEB25226,SAMEA103887157,ascending colon,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
